,name,essround,edition,cntry,gndr,yrbrn,rlgblg,ctzcntr,edulvlb,edulvlfb,edulvlmb,imsmetn,impcntr,imbgeco,imueclt,imwbcnt,age,edu_lv,edu_lvf,edu_lvm,imsmetn_lv,impcntr_lv,imbgeco_lv,imueclt_lv,imwbcnt_lv,edu_overall,edu_difference,edu_mobility,attitude_lv,edu_lvp,attitude_b,region,edu_mobility_onehot,edu_up,edu_down
12160,ESS8e02_1,8,2.1,EE,0.0,1990,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from lower tier tertiary",Allow some,Allow a few,5,7,7,29.0,5.0,6.5,6.0,1.0,-1.0,0.0,1.0,1.0,5.75,1.1666666666666667,-1.5,2.0,6.0,1,Eastern Europe,-1,0,1
12161,ESS8e02_1,8,2.1,EE,0.0,1988,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,4,4,3,31.0,6.0,7.5,4.75,1.0,-1.0,-1.0,-1.0,-1.0,6.25,1.8333333333333333,0.375,-3.0,6.0,0,Eastern Europe,1,1,0
12162,ESS8e02_1,8,2.1,EE,1.0,1989,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from lower tier tertiary",Allow some,Allow a few,2,6,2,30.0,5.0,5.0,6.0,1.0,-1.0,-2.0,1.0,-2.0,5.25,0.8333333333333334,-0.75,-3.0,6.0,0,Eastern Europe,-1,0,1
12163,ESS8e02_1,8,2.1,EE,0.0,1968,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow none,7,8,5,51.0,5.0,4.75,4.75,2.0,-2.0,1.0,2.0,0.0,4.75,0.0,0.0,3.0,5.0,1,Eastern Europe,0,0,0
12165,ESS8e02_1,8,2.1,EE,1.0,1968,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow none,2,6,1,51.0,5.0,5.0,5.0,1.0,-2.0,-2.0,1.0,-2.0,5.0,0.0,0.0,-4.0,5.0,0,Eastern Europe,0,0,0
12166,ESS8e02_1,8,2.1,EE,0.0,1951,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow a few,4,3,4,68.0,5.0,4.75,2.5,1.0,-1.0,-1.0,-1.0,-1.0,4.0,1.5,1.125,-3.0,4.0,0,Eastern Europe,1,1,0
12167,ESS8e02_1,8,2.1,EE,0.0,1970,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow some,5,8,7,49.0,5.0,7.5,4.75,2.0,1.0,0.0,2.0,1.0,5.666666666666667,1.8333333333333333,-1.375,6.0,6.0,1,Eastern Europe,-1,0,1
12169,ESS8e02_1,8,2.1,EE,0.0,2000,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,5,5,5,19.0,2.0,5.0,7.5,1.0,1.0,0.0,0.0,0.0,5.0,3.3333333333333335,-3.75,2.0,6.0,1,Eastern Europe,-1,0,1
12170,ESS8e02_1,8,2.1,EE,1.0,1948,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C < 2 years, no access ISCED 5","ISCED 1, completed primary education",Allow a few,Allow a few,2,3,5,71.0,5.0,3.0,1.0,-1.0,-1.0,-2.0,-1.0,0.0,3.0,2.6666666666666665,3.0,-5.0,2.0,0,Eastern Europe,1,1,0
12171,ESS8e02_1,8,2.1,EE,0.0,1963,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow none,8,7,5,56.0,5.0,1.0,2.5,2.0,-2.0,2.0,1.0,0.0,2.8333333333333335,2.6666666666666665,3.25,3.0,2.0,1,Eastern Europe,1,1,0
12172,ESS8e02_1,8,2.1,EE,0.0,1966,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,8,8,7,53.0,5.0,5.0,5.0,1.0,-1.0,2.0,2.0,1.0,4.916666666666667,0.16666666666666666,-0.25,5.0,5.0,1,Eastern Europe,-1,0,1
12173,ESS8e02_1,8,2.1,EE,1.0,1958,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow a few,5,3,5,61.0,5.0,2.5,2.5,1.0,-1.0,0.0,-1.0,0.0,3.25,1.5,2.25,-1.0,2.0,0,Eastern Europe,1,1,0
12174,ESS8e02_1,8,2.1,EE,0.0,1964,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A long, master/equivalent from lower tier tertiary",Allow some,Allow some,5,5,3,55.0,6.0,2.5,7.0,1.0,1.0,0.0,0.0,-1.0,5.333333333333333,3.0,1.75,1.0,5.0,1,Eastern Europe,1,1,0
12175,ESS8e02_1,8,2.1,EE,1.0,1980,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow a few,3,3,3,39.0,5.0,4.75,7.5,1.0,-1.0,-1.0,-1.0,-1.0,5.666666666666667,1.8333333333333333,-1.375,-3.0,6.0,0,Eastern Europe,-1,0,1
12176,ESS8e02_1,8,2.1,EE,1.0,1955,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,3,4,3,64.0,5.0,1.0,4.75,1.0,-1.0,-1.0,-1.0,-1.0,3.5,2.5,1.875,-3.0,3.0,0,Eastern Europe,1,1,0
12177,ESS8e02_1,8,2.1,EE,0.0,1966,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,8,7,7,53.0,5.0,2.5,4.75,1.0,-1.0,2.0,1.0,1.0,4.0,1.5,1.125,4.0,4.0,1,Eastern Europe,1,1,0
12178,ESS8e02_1,8,2.1,EE,1.0,1978,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","ISCED 5B short, advanced vocational qualifications","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow some,8,5,5,41.0,6.0,5.0,7.5,2.0,1.0,2.0,0.0,0.0,6.166666666666667,1.6666666666666667,-0.25,5.0,6.0,1,Eastern Europe,-1,0,1
12179,ESS8e02_1,8,2.1,EE,0.0,1975,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,Bad for the economy,Cultural life undermined,Worse place to live,44.0,5.0,4.75,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1.5,1.125,-5.0,4.0,0,Eastern Europe,1,1,0
12180,ESS8e02_1,8,2.1,EE,0.0,1931,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow a few,Allow none,3,5,5,88.0,8.0,4.75,4.75,-1.0,-2.0,-1.0,0.0,0.0,5.666666666666667,1.8333333333333333,2.75,-4.0,5.0,0,Eastern Europe,1,1,0
12181,ESS8e02_1,8,2.1,EE,0.0,1979,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,3,2,3,40.0,5.0,6.5,4.75,1.0,-1.0,-1.0,-2.0,-1.0,5.416666666666667,1.1666666666666667,-0.625,-4.0,6.0,0,Eastern Europe,-1,0,1
12182,ESS8e02_1,8,2.1,EE,0.0,1989,0.0,Yes,"ISCED 5A long, master/equivalent from lower tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,7,8,6,30.0,7.0,7.5,7.5,1.0,1.0,1.0,2.0,1.0,7.333333333333333,0.3333333333333333,-0.5,6.0,8.0,1,Eastern Europe,-1,0,1
12183,ESS8e02_1,8,2.1,EE,1.0,1988,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,3,3,5,31.0,5.0,2.5,4.75,-1.0,-1.0,-1.0,-1.0,0.0,4.0,1.5,1.125,-4.0,4.0,0,Eastern Europe,1,1,0
12184,ESS8e02_1,8,2.1,EE,0.0,1979,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","ISCED 5B short, advanced vocational qualifications","ISCED 5B short, advanced vocational qualifications",Allow a few,Allow a few,6,6,6,40.0,6.0,5.0,5.0,-1.0,-1.0,1.0,1.0,1.0,5.333333333333333,0.6666666666666666,1.0,1.0,5.0,1,Eastern Europe,1,1,0
12185,ESS8e02_1,8,2.1,EE,0.0,1954,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow a few,Allow a few,6,6,4,65.0,8.0,2.5,1.0,-1.0,-1.0,1.0,1.0,-1.0,3.6666666666666665,4.333333333333333,5.75,-1.0,2.0,0,Eastern Europe,1,1,0
12187,ESS8e02_1,8,2.1,EE,1.0,1937,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,Don't know,5,82.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,1.5,2.0,1.0,1,Eastern Europe,1,1,0
12188,ESS8e02_1,8,2.1,EE,0.0,1995,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow a few,Allow none,4,5,5,24.0,5.0,4.75,4.75,-1.0,-2.0,-1.0,0.0,0.0,4.75,0.0,0.0,-4.0,5.0,0,Eastern Europe,0,0,0
12189,ESS8e02_1,8,2.1,EE,1.0,1968,1.0,Yes,"ISCED 6, doctoral degree","ISCED 5A long, master/equivalent from lower tier tertiary","ISCED 5A long, master/equivalent from lower tier tertiary",Allow many to come and live here,Allow many to come and live here,9,5,8,51.0,8.0,7.0,7.0,2.0,2.0,2.0,0.0,2.0,7.333333333333333,0.6666666666666666,1.0,8.0,7.0,1,Eastern Europe,1,1,0
12190,ESS8e02_1,8,2.1,EE,0.0,1938,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,5,5,3,81.0,5.0,1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,2.25,2.5,3.75,-1.0,1.0,0,Eastern Europe,1,1,0
12191,ESS8e02_1,8,2.1,EE,1.0,1960,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,Bad for the economy,Cultural life undermined,Worse place to live,59.0,5.0,2.5,5.0,1.0,1.0,-1.0,-1.0,-1.0,4.083333333333333,1.6666666666666667,1.0,-1.0,4.0,0,Eastern Europe,1,1,0
12192,ESS8e02_1,8,2.1,EE,1.0,1946,0.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow some,8,8,5,73.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.8333333333333333,1.6666666666666667,2.5,7.0,1.0,1,Eastern Europe,1,1,0
12194,ESS8e02_1,8,2.1,EE,0.0,1959,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow a few,3,5,2,60.0,5.0,1.0,2.5,1.0,-1.0,-1.0,0.0,-2.0,2.75,2.5,3.0,-3.0,2.0,0,Eastern Europe,1,1,0
12195,ESS8e02_1,8,2.1,EE,0.0,1986,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow some,8,8,6,33.0,8.0,5.0,4.75,2.0,1.0,2.0,2.0,1.0,5.75,1.8333333333333333,2.625,8.0,5.0,1,Eastern Europe,1,1,0
12196,ESS8e02_1,8,2.1,EE,0.0,1946,0.0,Yes,"Vocational ISCED 3C < 2 years, no access ISCED 5","Vocational ISCED 3C < 2 years, no access ISCED 5","ISCED 1, completed primary education",Allow many to come and live here,Allow a few,4,6,4,73.0,3.0,3.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,2.3333333333333335,1.3333333333333333,1.0,0.0,2.0,0,Eastern Europe,1,1,0
12197,ESS8e02_1,8,2.1,EE,1.0,1979,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5B short, advanced vocational qualifications","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow some,6,5,3,40.0,8.0,5.0,4.75,2.0,1.0,1.0,0.0,-1.0,5.75,1.8333333333333333,2.625,3.0,5.0,1,Eastern Europe,1,1,0
12198,ESS8e02_1,8,2.1,EE,1.0,1972,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C < 2 years, no access ISCED 5","Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow some,Allow a few,4,4,4,47.0,5.0,3.0,3.5,1.0,-1.0,-1.0,-1.0,-1.0,3.8333333333333335,1.3333333333333333,1.75,-3.0,3.0,0,Eastern Europe,1,1,0
12199,ESS8e02_1,8,2.1,EE,1.0,1967,0.0,Yes,"ISCED 5A long, master/equivalent from lower tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,6,7,4,52.0,7.0,7.5,7.5,1.0,1.0,1.0,1.0,-1.0,7.333333333333333,0.3333333333333333,-0.5,3.0,8.0,1,Eastern Europe,-1,0,1
12200,ESS8e02_1,8,2.1,EE,0.0,1977,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,1,1,1,42.0,6.0,4.75,4.75,-1.0,-1.0,-2.0,-2.0,-2.0,5.333333333333333,1.1666666666666667,1.75,-8.0,5.0,0,Eastern Europe,1,1,0
12201,ESS8e02_1,8,2.1,EE,0.0,1942,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow none,3,2,3,77.0,5.0,1.0,1.0,1.0,-2.0,-1.0,-2.0,-1.0,2.3333333333333335,2.6666666666666665,4.0,-5.0,1.0,0,Eastern Europe,1,1,0
12203,ESS8e02_1,8,2.1,EE,0.0,1964,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,5,6,5,55.0,8.0,7.5,4.75,1.0,-1.0,0.0,1.0,0.0,6.583333333333333,1.8333333333333333,1.375,1.0,6.0,1,Eastern Europe,1,1,0
12204,ESS8e02_1,8,2.1,EE,0.0,1974,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,6,5,6,45.0,8.0,2.5,4.75,-1.0,-1.0,1.0,0.0,1.0,4.916666666666667,3.3333333333333335,3.875,0.0,4.0,0,Eastern Europe,1,1,0
12205,ESS8e02_1,8,2.1,EE,0.0,2000,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,5,5,5,19.0,2.0,5.0,4.75,1.0,-1.0,0.0,0.0,0.0,4.083333333333333,1.6666666666666667,-2.375,0.0,5.0,0,Eastern Europe,-1,0,1
12206,ESS8e02_1,8,2.1,EE,1.0,1996,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,5,7,4,23.0,5.0,5.0,4.75,1.0,-1.0,0.0,1.0,-1.0,4.833333333333333,0.16666666666666666,-0.125,0.0,5.0,0,Eastern Europe,-1,0,1
12207,ESS8e02_1,8,2.1,EE,0.0,1978,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C < 2 years, no access ISCED 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,4,4,5,41.0,5.0,3.0,4.75,1.0,-1.0,-1.0,-1.0,0.0,4.166666666666667,1.1666666666666667,0.875,-2.0,4.0,0,Eastern Europe,1,1,0
12208,ESS8e02_1,8,2.1,EE,1.0,1971,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,5,7,5,48.0,5.0,4.75,4.75,1.0,1.0,0.0,1.0,0.0,4.75,0.0,0.0,3.0,5.0,1,Eastern Europe,0,0,0
12209,ESS8e02_1,8,2.1,EE,1.0,1975,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,2,3,3,44.0,2.0,1.0,5.0,1.0,-1.0,-2.0,-1.0,-1.0,2.8333333333333335,2.6666666666666665,-0.5,-4.0,3.0,0,Eastern Europe,-1,0,1
12210,ESS8e02_1,8,2.1,EE,1.0,1943,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,8,8,5,76.0,5.0,1.0,1.0,1.0,-1.0,2.0,2.0,0.0,2.25,2.5,3.75,4.0,1.0,1,Eastern Europe,1,1,0
12212,ESS8e02_1,8,2.1,EE,1.0,1955,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C < 2 years, no access ISCED 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow a few,Allow none,3,3,1,64.0,5.0,3.0,6.5,-1.0,-2.0,-1.0,-1.0,-2.0,4.833333333333333,2.3333333333333335,0.25,-7.0,5.0,0,Eastern Europe,1,1,0
12214,ESS8e02_1,8,2.1,EE,0.0,1961,1.0,Yes,"ISCED 5B short, advanced vocational qualifications","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow a few,Allow none,1,2,2,58.0,5.0,5.0,4.75,-1.0,-2.0,-2.0,-2.0,-2.0,4.916666666666667,0.16666666666666666,0.125,-9.0,5.0,0,Eastern Europe,1,1,0
12216,ESS8e02_1,8,2.1,EE,1.0,1951,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow some,5,6,5,68.0,5.0,2.5,1.0,1.0,1.0,0.0,1.0,0.0,2.8333333333333335,2.6666666666666665,3.25,3.0,2.0,1,Eastern Europe,1,1,0
12217,ESS8e02_1,8,2.1,EE,0.0,1998,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from lower tier tertiary",Allow many to come and live here,Allow some,7,5,5,21.0,2.0,6.5,7.0,2.0,1.0,1.0,0.0,0.0,5.333333333333333,3.0,-4.25,4.0,7.0,1,Eastern Europe,-1,0,1
12218,ESS8e02_1,8,2.1,EE,0.0,1980,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,7,7,7,39.0,5.0,2.5,4.75,1.0,-1.0,1.0,1.0,1.0,4.0,1.5,1.125,3.0,4.0,1,Eastern Europe,1,1,0
12219,ESS8e02_1,8,2.1,EE,1.0,1956,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow a few,3,5,5,63.0,5.0,6.5,4.75,2.0,-1.0,-1.0,0.0,0.0,5.333333333333333,1.1666666666666667,-0.875,0.0,6.0,0,Eastern Europe,-1,0,1
12220,ESS8e02_1,8,2.1,EE,1.0,1982,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow none,6,4,4,37.0,6.0,7.5,7.5,2.0,-2.0,1.0,-1.0,-1.0,7.166666666666667,0.6666666666666666,-1.0,-1.0,8.0,0,Eastern Europe,-1,0,1
12221,ESS8e02_1,8,2.1,EE,0.0,1989,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,7,6,5,30.0,5.0,7.5,7.5,1.0,1.0,1.0,1.0,0.0,6.583333333333333,1.8333333333333333,-2.75,4.0,8.0,1,Eastern Europe,-1,0,1
12223,ESS8e02_1,8,2.1,EE,1.0,1981,0.0,Yes,"ISCED 5A long, master/equivalent from lower tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,7,7,7,38.0,7.0,7.5,7.5,1.0,1.0,1.0,1.0,1.0,7.333333333333333,0.3333333333333333,-0.5,5.0,8.0,1,Eastern Europe,-1,0,1
12224,ESS8e02_1,8,2.1,EE,0.0,2000,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from lower tier tertiary",Allow many to come and live here,Allow many to come and live here,5,7,5,19.0,2.0,5.0,6.0,2.0,2.0,0.0,1.0,0.0,4.5,2.3333333333333335,-3.0,5.0,6.0,1,Eastern Europe,-1,0,1
12227,ESS8e02_1,8,2.1,EE,1.0,1968,0.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,7,7,7,51.0,5.0,5.0,2.5,1.0,1.0,1.0,1.0,1.0,4.083333333333333,1.6666666666666667,1.0,5.0,4.0,1,Eastern Europe,1,1,0
12228,ESS8e02_1,8,2.1,EE,1.0,1958,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow none,5,4,4,61.0,5.0,2.5,4.75,-1.0,-2.0,0.0,-1.0,-1.0,4.083333333333333,1.6666666666666667,1.375,-5.0,4.0,0,Eastern Europe,1,1,0
12229,ESS8e02_1,8,2.1,EE,0.0,1968,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow none,2,2,Worse place to live,51.0,5.0,2.5,2.5,2.0,-2.0,-2.0,-2.0,-1.0,3.25,1.5,2.25,-5.0,2.0,0,Eastern Europe,1,1,0
12230,ESS8e02_1,8,2.1,EE,0.0,1938,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,5,5,81.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,1.5,2.0,1.0,1,Eastern Europe,1,1,0
12232,ESS8e02_1,8,2.1,EE,0.0,1963,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow a few,5,8,5,56.0,5.0,2.5,2.5,1.0,-1.0,0.0,2.0,0.0,3.25,1.5,2.25,2.0,2.0,1,Eastern Europe,1,1,0
12233,ESS8e02_1,8,2.1,EE,0.0,1996,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,7,7,8,23.0,5.0,4.75,4.75,1.0,1.0,1.0,1.0,2.0,4.75,0.0,0.0,6.0,5.0,1,Eastern Europe,0,0,0
12234,ESS8e02_1,8,2.1,EE,0.0,1943,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,5,8,7,76.0,6.0,3.5,4.75,1.0,1.0,0.0,2.0,1.0,4.75,1.6666666666666667,1.875,5.0,4.0,1,Eastern Europe,1,1,0
12235,ESS8e02_1,8,2.1,EE,0.0,1990,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,2,4,4,29.0,6.0,5.0,5.0,-1.0,-1.0,-2.0,-1.0,-1.0,5.333333333333333,0.6666666666666666,1.0,-6.0,5.0,0,Eastern Europe,1,1,0
